project_name,description,compliance_framework,scan_type,file_count,lines_of_code,issues_found,critical,high,medium,score
Project_9247,Web application security audit,GDPR,deep,287,32362,21,5,5,11,40
Project_9248,Web application security audit,GDPR,standard,107,165143,34,4,30,0,40
Project_9249,Web application security audit,OWASP,deep,41,466835,32,4,16,12,40
Project_9250,Web application security audit,PCI-DSS,deep,311,441946,31,4,25,2,40
Project_9251,Web application security audit,PCI-DSS,deep,241,409390,14,1,10,3,47
Project_9252,Web application security audit,GDPR,deep,134,370402,19,0,10,9,51
Project_9253,Web application security audit,PCI-DSS,deep,480,198945,32,4,16,12,40
Project_9254,Web application security audit,OWASP,standard,280,388981,6,0,3,3,85
Project_9255,Web application security audit,ISO 27001,standard,291,426027,20,2,8,10,40
Project_9256,Web application security audit,PCI-DSS,standard,34,151914,19,0,12,7,45
Project_9257,Web application security audit,GDPR,standard,338,343951,4,1,1,2,84
Project_9258,Web application security audit,GDPR,standard,46,83560,25,0,3,22,66
Project_9259,Web application security audit,GDPR,deep,406,182399,28,3,23,2,40
Project_9260,Web application security audit,ISO 27001,deep,302,353937,31,1,3,27,51
Project_9261,Web application security audit,ISO 27001,deep,102,458326,6,3,1,2,64
Project_9262,Web application security audit,OWASP,deep,137,228347,20,5,3,12,40
Project_9263,Web application security audit,GDPR,standard,494,269741,18,2,14,2,40
Project_9264,Web application security audit,PCI-DSS,standard,183,114183,8,4,0,4,56
Project_9265,Web application security audit,OWASP,standard,319,135097,9,4,0,5,55
Project_9266,Web application security audit,OWASP,standard,168,23514,10,1,8,1,57
Project_9267,Web application security audit,PCI-DSS,standard,107,484983,26,3,5,18,40
Project_9268,Web application security audit,OWASP,deep,122,277808,34,1,5,28,42
Project_9269,Web application security audit,PCI-DSS,standard,119,350748,40,1,18,21,40
Project_9270,Web application security audit,GDPR,standard,497,206210,7,1,3,3,75
Project_9271,Web application security audit,GDPR,standard,5,116637,22,0,4,18,66
Project_9272,Web application security audit,ISO 27001,standard,99,370852,20,1,15,4,40
Project_9273,Web application security audit,GDPR,standard,213,176445,12,0,0,12,88
Project_9274,Web application security audit,PCI-DSS,deep,27,420784,4,3,1,0,66
Project_9275,Web application security audit,OWASP,deep,123,316560,36,3,3,30,40
Project_9276,Web application security audit,ISO 27001,standard,136,377516,32,4,2,26,40
Project_9277,Web application security audit,PCI-DSS,standard,223,282363,34,4,11,19,40
Project_9278,Web application security audit,OWASP,deep,26,94805,5,3,0,2,68
Project_9279,Web application security audit,ISO 27001,deep,326,303916,10,5,3,2,40
Project_9280,Web application security audit,OWASP,standard,350,148748,23,4,13,6,40
Project_9281,Web application security audit,GDPR,standard,82,208274,9,2,0,7,73
Project_9282,Web application security audit,PCI-DSS,deep,233,374943,36,2,3,31,40
Project_9283,Web application security audit,PCI-DSS,standard,57,414350,7,1,6,0,66
Project_9284,Web application security audit,PCI-DSS,standard,238,94479,14,1,3,10,68
Project_9285,Web application security audit,OWASP,standard,155,355792,34,4,19,11,40
Project_9286,Web application security audit,OWASP,deep,121,22333,1,0,1,0,96
Project_9287,Web application security audit,GDPR,deep,72,23139,12,3,6,3,43
Project_9288,Web application security audit,GDPR,deep,229,323585,9,4,3,2,46
Project_9289,Web application security audit,PCI-DSS,deep,116,437076,32,4,27,1,40
Project_9290,Web application security audit,PCI-DSS,deep,287,279395,29,0,22,7,40
Project_9291,Web application security audit,OWASP,deep,463,243919,27,4,8,15,40
Project_9292,Web application security audit,GDPR,deep,155,281803,1,0,0,1,99
Project_9293,Web application security audit,GDPR,deep,142,56263,14,2,6,6,50
Project_9294,Web application security audit,GDPR,standard,181,257133,27,0,5,22,58
Project_9295,Web application security audit,ISO 27001,standard,166,308789,7,3,1,3,63
Project_9296,Web application security audit,GDPR,standard,128,495278,19,0,15,4,40
Project_9297,Web application security audit,GDPR,deep,497,260281,21,4,4,13,40
Project_9298,Web application security audit,ISO 27001,standard,62,46864,23,4,18,1,40
Project_9299,Web application security audit,OWASP,standard,29,32765,34,2,19,13,40
Project_9300,Web application security audit,OWASP,standard,187,335465,7,1,1,5,81
Project_9301,Web application security audit,GDPR,deep,355,289317,1,0,1,0,96
Project_9302,Web application security audit,ISO 27001,deep,417,421577,14,0,13,1,47
Project_9303,Web application security audit,ISO 27001,deep,273,223402,32,1,15,16,40
Project_9304,Web application security audit,GDPR,standard,138,307728,3,2,1,0,76
Project_9305,Web application security audit,GDPR,deep,266,187102,31,3,0,28,42
Project_9306,Web application security audit,OWASP,deep,286,246258,8,3,1,4,62
Project_9307,Web application security audit,PCI-DSS,standard,383,154063,12,1,6,5,61
Project_9308,Web application security audit,OWASP,deep,39,277342,38,2,29,7,40
Project_9309,Web application security audit,PCI-DSS,standard,435,370598,7,3,4,0,54
Project_9310,Web application security audit,ISO 27001,deep,219,456206,19,0,3,16,72
Project_9311,Web application security audit,OWASP,standard,222,415791,36,0,2,34,58
Project_9312,Web application security audit,OWASP,standard,422,454423,29,3,1,25,41
Project_9313,Web application security audit,GDPR,standard,20,287671,40,4,19,17,40
Project_9314,Web application security audit,GDPR,standard,449,13111,10,1,5,4,66
Project_9315,Web application security audit,PCI-DSS,standard,330,45400,6,4,0,2,58
Project_9316,Web application security audit,ISO 27001,deep,384,308088,37,2,18,17,40
Project_9317,Web application security audit,PCI-DSS,deep,342,92567,34,1,16,17,40
Project_9318,Web application security audit,PCI-DSS,standard,334,443323,14,4,0,10,50
Project_9319,Web application security audit,ISO 27001,standard,52,390529,9,4,0,5,55
Project_9320,Web application security audit,OWASP,deep,128,408651,27,5,17,5,40
Project_9321,Web application security audit,ISO 27001,deep,404,280680,40,3,19,18,40
Project_9322,Web application security audit,OWASP,standard,216,305611,1,1,0,0,90
Project_9323,Web application security audit,ISO 27001,deep,400,351472,38,4,32,2,40
Project_9324,Web application security audit,ISO 27001,deep,448,199019,28,0,15,13,40
Project_9325,Web application security audit,OWASP,standard,436,254002,14,0,14,0,44
Project_9326,Web application security audit,PCI-DSS,deep,182,418537,27,0,10,17,43
Project_9327,Web application security audit,GDPR,standard,225,49324,32,0,22,10,40
Project_9328,Web application security audit,OWASP,standard,477,18411,38,2,36,0,40
Project_9329,Web application security audit,PCI-DSS,deep,25,480302,17,1,10,6,44
Project_9330,Web application security audit,ISO 27001,standard,356,414442,4,2,1,1,75
Project_9331,Web application security audit,OWASP,deep,262,164701,28,5,7,16,40
Project_9332,Web application security audit,GDPR,deep,200,260773,38,1,33,4,40
Project_9333,Web application security audit,ISO 27001,standard,194,192889,23,5,15,3,40
Project_9334,Web application security audit,PCI-DSS,deep,20,420945,28,0,19,9,40
Project_9335,Web application security audit,ISO 27001,deep,404,480127,30,5,13,12,40
Project_9336,Web application security audit,PCI-DSS,standard,399,238906,2,0,0,2,98
Project_9337,Web application security audit,GDPR,standard,323,162259,21,3,18,0,40
Project_9338,Web application security audit,OWASP,standard,66,391980,24,0,15,9,40
Project_9339,Web application security audit,OWASP,deep,342,291111,16,4,8,4,40
Project_9340,Web application security audit,PCI-DSS,standard,227,456522,10,5,2,3,40
Project_9341,Web application security audit,GDPR,deep,96,435735,6,5,1,0,46
Project_9342,Web application security audit,ISO 27001,standard,50,85966,24,0,10,14,46
Project_9343,Web application security audit,ISO 27001,deep,25,394446,15,0,5,10,70
Project_9344,Web application security audit,ISO 27001,deep,440,438802,20,1,18,1,40
Project_9345,Web application security audit,GDPR,standard,363,339882,14,1,9,4,50
Project_9346,Web application security audit,OWASP,deep,296,119778,10,3,6,1,45
Project_9347,Web application security audit,PCI-DSS,deep,35,145738,10,2,0,8,72
Project_9348,Web application security audit,OWASP,standard,446,439755,31,1,13,17,40
Project_9349,Web application security audit,OWASP,deep,52,490298,6,4,1,1,55
Project_9350,Web application security audit,PCI-DSS,deep,338,176390,36,2,31,3,40
Project_9351,Web application security audit,OWASP,standard,236,457799,0,0,0,0,100
Project_9352,Web application security audit,ISO 27001,deep,109,82450,35,1,32,2,40
Project_9353,Web application security audit,ISO 27001,deep,281,418034,18,5,13,0,40
Project_9354,Web application security audit,OWASP,standard,13,339501,18,3,5,10,40
Project_9355,Web application security audit,OWASP,standard,201,495349,14,2,4,8,56
Project_9356,Web application security audit,GDPR,deep,80,123570,2,1,1,0,86
Project_9357,Web application security audit,ISO 27001,standard,243,8162,19,2,15,2,40
Project_9358,Web application security audit,ISO 27001,deep,177,300616,35,3,28,4,40
Project_9359,Web application security audit,PCI-DSS,deep,450,303489,2,2,0,0,80
Project_9360,Web application security audit,PCI-DSS,standard,83,216926,36,1,18,17,40
Project_9361,Web application security audit,OWASP,standard,317,209797,27,3,20,4,40
Project_9362,Web application security audit,OWASP,deep,217,161429,31,1,17,13,40
Project_9363,Web application security audit,ISO 27001,standard,245,370776,40,0,37,3,40
Project_9364,Web application security audit,PCI-DSS,deep,165,432984,38,5,31,2,40
Project_9365,Web application security audit,GDPR,standard,315,199425,8,2,2,4,68
Project_9366,Web application security audit,GDPR,deep,87,187113,33,3,19,11,40
Project_9367,Web application security audit,OWASP,standard,273,81806,22,5,14,3,40
Project_9368,Web application security audit,GDPR,standard,449,461332,34,1,3,30,48
Project_9369,Web application security audit,PCI-DSS,standard,8,255408,25,0,9,16,48
Project_9370,Web application security audit,GDPR,standard,61,414408,37,0,14,23,40
Project_9371,Web application security audit,GDPR,standard,414,248931,21,5,1,15,40
Project_9372,Web application security audit,OWASP,deep,29,53020,17,2,8,7,41
Project_9373,Web application security audit,PCI-DSS,standard,150,325270,40,2,32,6,40
Project_9374,Web application security audit,PCI-DSS,deep,152,256310,1,0,1,0,96
Project_9375,Web application security audit,ISO 27001,deep,455,320414,0,0,0,0,100
Project_9376,Web application security audit,PCI-DSS,standard,335,436459,4,3,1,0,66
Project_9377,Web application security audit,ISO 27001,deep,463,489434,2,0,0,2,98
Project_9378,Web application security audit,GDPR,standard,469,350746,1,1,0,0,90
Project_9379,Web application security audit,GDPR,deep,138,438317,14,3,9,2,40
Project_9380,Web application security audit,GDPR,deep,417,464657,30,5,0,25,40
Project_9381,Web application security audit,OWASP,standard,499,205167,33,0,27,6,40
Project_9382,Web application security audit,ISO 27001,deep,415,56702,37,4,29,4,40
Project_9383,Web application security audit,GDPR,standard,12,96133,28,1,21,6,40
Project_9384,Web application security audit,GDPR,standard,370,365757,28,2,12,14,40
Project_9385,Web application security audit,ISO 27001,deep,449,152292,11,3,2,6,56
Project_9386,Web application security audit,GDPR,standard,490,350380,29,4,15,10,40
Project_9387,Web application security audit,GDPR,standard,413,177015,1,1,0,0,90
Project_9388,Web application security audit,PCI-DSS,deep,290,426845,34,5,20,9,40
Project_9389,Web application security audit,PCI-DSS,deep,492,233453,14,0,9,5,59
Project_9390,Web application security audit,OWASP,deep,337,479242,30,0,22,8,40
Project_9391,Web application security audit,PCI-DSS,standard,494,35550,40,1,3,36,42
Project_9392,Web application security audit,OWASP,standard,63,186329,39,4,17,18,40
Project_9393,Web application security audit,PCI-DSS,deep,262,136648,27,3,9,15,40
Project_9394,Web application security audit,OWASP,deep,261,495773,27,4,23,0,40
Project_9395,Web application security audit,OWASP,standard,138,334080,33,0,30,3,40
Project_9396,Web application security audit,GDPR,deep,296,203621,27,4,18,5,40
Project_9397,Web application security audit,ISO 27001,deep,396,139528,33,0,21,12,40
Project_9398,Web application security audit,PCI-DSS,standard,77,93818,7,3,1,3,63
Project_9399,Web application security audit,GDPR,standard,499,373637,31,0,30,1,40
Project_9400,Web application security audit,PCI-DSS,deep,457,130255,29,3,2,24,40
Project_9401,Web application security audit,OWASP,deep,314,486173,34,3,27,4,40
Project_9402,Web application security audit,GDPR,standard,464,393915,3,3,0,0,70
Project_9403,Web application security audit,GDPR,standard,142,487606,14,5,2,7,40
Project_9404,Web application security audit,ISO 27001,deep,65,147611,23,2,0,21,59
Project_9405,Web application security audit,ISO 27001,deep,352,495086,18,0,4,14,70
Project_9406,Web application security audit,ISO 27001,deep,212,428520,0,0,0,0,100
Project_9407,Web application security audit,ISO 27001,standard,275,473968,38,4,13,21,40
Project_9408,Web application security audit,PCI-DSS,standard,477,179746,12,0,12,0,52
Project_9409,Web application security audit,OWASP,standard,462,291707,30,0,17,13,40
Project_9410,Web application security audit,ISO 27001,standard,56,246813,22,1,1,20,66
Project_9411,Web application security audit,ISO 27001,standard,245,420769,18,0,2,16,76
Project_9412,Web application security audit,OWASP,deep,123,484691,6,4,0,2,58
Project_9413,Web application security audit,GDPR,standard,8,399260,24,2,6,16,40
Project_9414,Web application security audit,PCI-DSS,deep,380,86091,21,3,1,17,49
Project_9415,Web application security audit,OWASP,deep,447,485802,8,0,2,6,86
Project_9416,Web application security audit,PCI-DSS,deep,186,294386,2,2,0,0,80
Project_9417,Web application security audit,GDPR,deep,203,193349,36,2,31,3,40
Project_9418,Web application security audit,OWASP,standard,325,194174,12,0,9,3,61
Project_9419,Web application security audit,PCI-DSS,standard,200,173695,9,0,2,7,85
Project_9420,Web application security audit,PCI-DSS,standard,235,333887,16,0,1,15,81
Project_9421,Web application security audit,OWASP,standard,424,65916,13,1,8,4,54
Project_9422,Web application security audit,GDPR,standard,164,225930,36,2,9,25,40
Project_9423,Web application security audit,OWASP,deep,435,126938,30,5,6,19,40
Project_9424,Web application security audit,OWASP,deep,235,111319,25,4,15,6,40
Project_9425,Web application security audit,GDPR,standard,478,185672,14,0,14,0,44
Project_9426,Web application security audit,OWASP,standard,307,298501,30,4,16,10,40
